specialty,link,question,answer
IVF,https://www.maxhealthcare.in/our-specialities/ivf/faqs,Does IVF increase chances of conceiving twins or triplets?,This is one of the most sought after questions during the initial stages of consultation and many are under the impression that it does increase the chances of multiple birth. There is no guarantee that you will conceive multiple births after the doctor has transferred the embryo. It is advised not to have any expectations but hope for the best in such cases.
IVF,https://www.maxhealthcare.in/our-specialities/ivf/faqs,What are the risks associated with IVF?,"There are various risks associated with IVF. Some of them are mentioned below. • Hyperstimulation Syndrome – Usage of injectable fertility drugs to induce ovulation can cause the ovaries to swell and be painful. This will make you feel nauseated, experience abdominal pain, vomiting etc. • Birth Affects –There are chances that your baby might have a premature birth or have a low birth weight which may ultimately lead to birth defects. • Ectopic pregnancy – If you have undergone IVF procedure, chances are you will experience ectopic pregnancy. This refers to when the embryo implants itself in the fallopian tube. This results in pain in the stomach area, vaginal bleeding or dark vaginal discharge. • Miscarriage – This is more likely to occur in older women since age plays a major role in IVF and the success rate decreases with increase in age."
IVF,https://www.maxhealthcare.in/our-specialities/ivf/faqs,How soon can I get back to a normal life after IVF?,"Once the embryo transfer is done, you can resume a normal life. You may experience cramps because there can be a minor swelling in the ovaries. Stick to a mild routine and avoid exertion as it can affect your chance of getting pregnant."
IVF,https://www.maxhealthcare.in/our-specialities/ivf/faqs,Is there any post treatment follow ups?,"A positive pregnancy test is just one step in the process of IVF. The doctor will check your level of hCG (Human Chorionic Gonadotropin) in your blood. There is no magic number to ascertain or guarantee your pregnancy but the idea is that it should double every 48 hours. If that is not happening then the doctor will conduct a blood test. Based on you hCG level, the doctor will take various measures to ensure that the pregnancy is stable and successful."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,What all you need to carry/inform to your Doctor during the first appointment?,"Before meeting your urologist for the first time, here’s a checklist of items you should be prepared: 1. All symptoms along with their characteristics and duration 2. All recent medical tests such as blood tests, urine tests, etc. 3. If you have any existing medical conditions, bring along your prescription and related medical information 4. Information about your family history 5. Your insurance details or company ID card, if the hospital is on your panel."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Will any urinary problems affect my sex life?,"Urinary problems such as incontinence, prostate problems or UTI’s (Urinary Tract Infection) have a detrimental effect on the sex life. Patients with urinary problems should talk to their doctor openly about sexual issues if any."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,How often does kidney stone appear and what causes it?,"In India, it is expected 12 % of the population is expected to have urinary stones, with recurrent stones a possibility, in almost 50% of stone patients. Kidney stones are normally due to an extra build-up of calcium, uric acid, oxalates or phosphates in urine. Causes of kidney stones:  Due to recurrent infections, such as UTI.  Hot climate increase the concentration of solutes in urine  Dehydration: People who drink less than the recommended 8 – 10 glasses of water may be susceptible to kidney stones  Metabolic causes such as hyperparathyroidism, Gout  Immobilization (such as a paraplegic patient), sedentary life style  Randall’s plaques  Renal anomalies like PUJ obstruction.  Family history of stone formers  Some drugs leads to stone formation"
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Does diet affect the formation of kidney stones?,"Yes, diet affects the formation of kidney stones. Not drinking enough water, diet rich in red meat, dry fruits, calcium and oxalates can cause kidney stones."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Can diabetes cause prostatitis?,Prostatitis is most common urological problem in males. Uncontrolled diabetes predisposes for infection in body including prostate.
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Is prostatitis contagious? Can it be prevented?,"Prostatitis due to bacterial infection is contagious. Unsafe sex can lead to spread of the bacteria to the partner. There are certain measures one must take to make to avoid prostatitis:  Hygiene is your priority. Make sure you are cleaning yourself regularly especially your penis and foreskin  Ejaculate regularly- if you ejaculate infrequently or practice ‘Bhramcharya’, your semen (prostatic secretions) accumulates inside prostate and leads to infection.  Do not go for urination immediately after sex/ ejaculation. If you urinate immediately after ejaculation, urine enters into opened prostatic glands orifices and causes prostatitis.  Hydrate yourself to make sure your urination is adequate.  If you are prone to UTI’s, get routinely examined.  If you are diabetic, get regular checkups and control your blood sugar level.  Practice safe sex"
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,What are the risk factors of prostatitis?,"The risk factors of prostatitis are:  Infrequent Ejaculation or abstinence from sexual activity  Urination immediately after ejaculation  Bladder outlet obstruction such as BPH, Stricture urethra, Stones, Tumors  A suppressed immune system,  Catheterization  Unprotected sex / Multiple Partners  Diabetes Mellitus"
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,What treatment options are available for prostatitis?,"Unlike common infections, in prostatitis antibiotics are required for 4 to 6 weeks duration. Analgesics are given for short period for controlling acute symptoms. Alpha blocker medicines of prostate are given to increase penetration of antibiotics into prostate gland. In chronic or recurrent cases some medicines need to be taken for long period."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Does delivery of a baby lead to pelvic prolapse or urinary incontinence?,"Normal vaginal delivery causes weakening of pelvic muscles which can be regained by exercises. In ladies who have multiple vaginal deliveries or prolong / obstructed delivery, pelvic muscles weaken permanently and may lead to prolapse of pelvic organs like uterus and urinary bladder. It may also cause leakage of urine during physical stress like coughing or laughing."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Is pelvic prolapse treated surgically?,"When the prolapse is in its early stages and is mild, it can be treated non-surgically with the help of strengthening exercises and physiotherapy. If the prolapse or the ligaments are torn or the prolapse occurs in a late stage, surgery is indicated."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,What treatment options are available for pelvic prolapse?,": Depending on the type and progress of the prolapse, there are surgical & non-surgical treatment options. Non-surgical treatments include physiotherapy to strengthen the pelvic floor muscles to retract the prolapse, changing diet and bowel habits, use of a pessary (a rubber device placed inside the vagina) to give additional support. Surgery is done to retract the prolapse, repair the torn ligaments and fascia. A synthetic mesh may be used to give additional support."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,What is Hematuria and is it a serious condition?,"When you find blood in urine that is known as hematuria. Hematuria is a sign, rather than a condition, for a range of conditions, from kidney disease to an enlarged prostate. It may be early sign for cancer. Therefore even if hematuria resolves by its own or by some medications, it should always be investigated for its cause. Ignoring it at early phase may lead to advancement of disease specially cancer. In adult more than 40 year of age, even a single episode of hematuria should warrant investigations to rule out cancer."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Does Hematuria require surgical intervention?,"Depending on the underlying cause for hematuria, one might need surgical intervention."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,What is BPH and is it harmful?,"Benign Prostate Hyperplasia (BPH) is an enlargement of prostate gland. The prostate is a walnut-shaped gland in men, placed around the urethra below urinary bladder. It is not testis as confused by a few. This enlarged gland slowly squeezes on the urethra and decreases the flow of urine. BPH is a normal, aging process for men. In more than 50 % individuals it causes urinary problems and requires treatment. Mostly these problems can be managed by medicines but sometimes surgery is required. Now a day’s prostate surgery is done by endoscopy which is minimally invasive and use of laser make it further safe even in high risk old age individuals."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Are there any long-term side effects of BPH?,"Urination problems such as difficulty of starting stream, poor flow, frequent urination especially at night, unable to control urination and sometime leakage are common symptoms of BPH. If these are not treated well in time it may lead to complications like blood in urine or semen, urine retention, bladder muscle weakness, kidney failure, hernia formation, stone formation etc. If these complications appear then surgery becomes mandatory. Erectile and ejaculatory dysfunction may occur."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Will my insurance cover the cost of treatments?,Most of the insurances and panel cover the treatment for prostate.
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,What steps can I take to prevent prostate problems?,The certain steps one can take to prevent prostate problems:  Exercising regularly  Healthy balanced vegetarian diet  Healthy frequency of ejaculation  Hygiene of the penis and the surrounding areas  Safe sex
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,What is prostate cancer and how common is it?,"Prostate cancer is second most common cancer in males. It is abnormal and unregulated growth of prostatic cells. When it advance and spread to bones and other organs, it may lead to death. In India, due to lack of awareness most of the cases present at advance stage. However even in advance stage, its treatment is quite successful to lead the patient his normal life."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,What causes prostate cancer and can we prevent it?,"Prostate cancer is due to the genetic mutation of certain prostate cell lines. Risk factors such as advancing age, family history, race, geography may also affect the chance of cancer developing. There are certain considerations that one can adopt to prevent prostate cancer :  Maintain a healthy body weight  Limit your red meat and dairy intake  Balances vegetarian diet  Exercise regularly  Ejaculate regularly  Avoid smoking  Drink in moderation  Avoid over the counter health promotion drugs / supplements  After the age of 40, go for a yearly rectal exam with/without a PSA test. Talk to your urologist about prostate cancer screening."
Urology,https://www.maxhealthcare.in/our-specialities/urology/faqs,Do I require any post-surgery follow ups?,"Depending on the type of surgery, your recovery and healing, your doctor will schedule follow ups."
Nutrition and Dietiecs,https://www.maxhealthcare.in/our-specialities/nutrition-and-dietiecs/faqs,What all should I carry for my first appointment with a dietician?,"It is important to carry all your medical reports, doctor’s prescription. A diet dairy with the necessary details (if you have maintained any) like: Your weight, daily intake of calories, any exercise plan you have maintained, and what you have been eating for 10-15 days etc. In case you are using any nutrition supplement, do remember to mention it too. If you are Diabetic remember to carry blood sugar charting. Try to maintain the short term and long terms goals of your diet and take assistance from dietician in achieving it."
Nutrition and Dietiecs,https://www.maxhealthcare.in/our-specialities/nutrition-and-dietiecs/faqs,What should be my ideal diet to stay healthy?,"Healthy eating means consuming the right portions (Quantity) of foods from all food groups to lead a healthy life. We need a wide range of nutrients to lead a healthy and an active life style. The requirement of nutrient keeps changing in different phase of life. For e.g. Infancy would require breastfeed for 6 month followed by good weaning, whereas a preschooler a balanced diet ,more of proteins containing the essential food groups and nutrients - vitamin A, C, calcium, iron and zinc. A Healthy good diet should be fitting in your nutritional lifestyle and not lifestyle fitting in diet, if later is followed compliance would be only for a short span."
Nutrition and Dietiecs,https://www.maxhealthcare.in/our-specialities/nutrition-and-dietiecs/faqs,What happens if we consume excess nutrients?,"Even when you're eating healthy foods and staying active, it's still possible for you to consume more nutrients than your body needs. Excess nutrients can come from dietary supplements containing high amounts of vitamins and minerals or simply from eating more calories daily than your body uses. If you are eating excess calories than you are able to burn the side effect is overweight or obesity . Obesity is a key to non-communicable diseases like Hypertension. DM , CVD , etc ""Excesses of all nutrients, from water, to iron, to water-soluble B vitamins, can potentially cause toxicities, if you take vitamins and minerals in amounts above the established upper limits of the Recommended Dietary allowances (RDI) may harm tissues where the vitamin is stored in their body. That’s why you shouldn’t take more than the recommended amount. ""Certain water-soluble vitamins in excess can cause problems, such as too much vitamin B6 can cause nerve problems, too much niacin can cause flushing, and excess vitamin C can cause kidney stones. ""Too much vitamin A, D, or K can lead to increased levels that are unhealthy and can cause health consequences, too much vitamin A can lead to birth defects, and too high levels of vitamin E may increase the risk of hemorrhaging. Excess vitamin K can lessen or reverse the effect of blood thinner medicines and prevent normal blood clotting. Excess of vitamin D can increase blood level of calcium and eventually cause calcium deposits in soft tissues."
Nutrition and Dietiecs,https://www.maxhealthcare.in/our-specialities/nutrition-and-dietiecs/faqs,What is defined by an ideal fiber intake?,A minimum intake of 20-35 g of fiber is conducive for long-term good health .WHO Committee on chronic degenerative diseases recommended a daily intake of 30 g dietary fiber. An intake in excess of 60 g of fiber over a day can reduce the absorption of nutrients and may cause irritation in the bowel and also lead to diarrhoea. The intake of 40 g/ 2000 kcal may be rationalized in different groups based on recommended energy intake.
Nutrition and Dietiecs,https://www.maxhealthcare.in/our-specialities/nutrition-and-dietiecs/faqs,Will proper diet help me reduce excess weight?,"A healthy body has a healthy mind. Not only does a good diet keeps you rejuvenated throughout but also helps in maintaining your body weight. Few simple steps of working towards weight loss can be : • Eat 5 – 6 Small frequent meals • Snack Smart (Handful nuts, fruits , Roasted Grams , granola bars, soups, bhel , dhokla, khandvi, idli , boiled egg, Fruit smoothies made with low cal dairy / sugar, sprouts ,etc) • Remember Funda of 5 (Daily intake 5 fruits and vegetables) • Pack homemade food, avoid junk and high calorie, high on oil canteen food. • Moderation in sugar (2tsp / Day) and oil (3 - 4tsp/day) consumption, Use combination of oils • Use toned or double toned milk and its products • Never skip meals specially Breakfast and eat early dinner by 8:00 - 8:30pm, Remember the saying eat Breakfast like a king, Lunch like a prince and dinner like a pauper • Maintain the equilibrium: Eating the same number of calories as you would burn to maintain a healthy diet • Controlling salt/sodium consumption and ensuring that you use iodized salt. • Drink enough water A combination of physical activity of atleast a 30 minute walk per day with a moderation in calorie intake would do wonders. Drastic weight loss programs can be rarely sustain."
Nutrition and Dietiecs,https://www.maxhealthcare.in/our-specialities/nutrition-and-dietiecs/faqs,What causes rickets in children?,"vitamin D deficiency. Vitamin D promotes the absorption of calcium and phosphorus from the gastrointestinal tract. A deficiency of vitamin D makes it difficult to maintain proper calcium and phosphorus levels in bones, which can cause rickets. Other factors that may cause rickets among children are : • Lack of vitamin D during pregnancy • Geographical locations: where there is less sunshine • Premature birth • Children who are exclusively feed on breast milk, should receive Vitamin D drops"
Nutrition and Dietiecs,https://www.maxhealthcare.in/our-specialities/nutrition-and-dietiecs/faqs,What should be the diet during pregnancy?,"Diet in pregnancy needs to be carefully planned under the supervision of a gynecologist and dietician. What you will eat will ultimately benefit your baby therefore experts’ advice to consume nutritious meals for an overall development of fetus. Typically, you will need to consume an extra 300 calories a day, additional 15gms of protein , 1000mg of calcium , 30mg of iron. Your prenatal diet should primarily consist of: • Fruits and vegetables • Lean proteins • Whole grains • Dairy products • Fish • Coconut water"
Nutrition and Dietiecs,https://www.maxhealthcare.in/our-specialities/nutrition-and-dietiecs/faqs,What should be the diet post pregnancy?,"Like in pregnancy it is equally important to eat a healthy diet during lactation, nutrition demand during lactation is higher than pregnancy but All mothers are eager to get back into shape post pregnancy. The solution for this is not start dieting immediately but to follow a steady diet which will take care of your metabolism and at the same time provide essential nutrients to your body and help you secrete more breast milk. To support lactation and maintain maternal reserves, most mothers will need to eat about 500 additional kilocalories every day (an increase of 20 percent to 25 percent over the usual intake before pregnancy). Well-nourished mothers who gain enough weight during pregnancy need less because they can use body fat and other stores accumulated during pregnancy. Lactation also increases the mother’s need for water, so it is important that she drink enough to satisfy her thirst. A mother who is eager to get back in shape just need to reduce the intake of fats and sugars in her diet, but focus on other nutrients ."
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,What can I expect in my first appointment?,"You can expect that your doctor will diagnose the ailment and suggest for medical or surgical treatment. In case there are any other tests required, your doctor will device a descriptive diagnosis."
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,"What are the conditions associated with ear, nose and throat?",Below mentioned are few conditions: - Nose & Mouth conditions • Sinusitis • Sinus Infection • Deviated Septum • Allergic Rhinitis • Nasal Fracture - Ear & Hearing Conditions • Ear Drainage • Age related hearing loss • Deafness • Tinnitus • Sudden Hearing Loss - Throat Conditions • Tonsils and Adenoids • Neck Cancer • GERD • Thyroid Nodules
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,What are the causes of nose bleeds?,"Nosebleeds can occur due to many reasons; the most common being changes in weather. Normally nose bleeds occur in hot, dry climates or bitter cold environments. Some of the other causes for nosebleeds are: • Infection • Self-induced nose picking • Use of blood thinning medications • Excessive intake of Alcohol • Hypertension"
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,What are the different audiological tests?,"The different tests that are conducted to assess the problem are: • Auditory brain stemimplant (ABR) or electrocochleography (ECochG). • Behavioral testing – using tests such as visual response audiometry. • Older children with post lingual deafness, standard pure tone and aided free field tests are performed along with speech discrimination. • An aided audiogram."
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,What are the different procedures in ENT?,"Surgical and non-surgical treatments are performed based on the severity of the case. Below mentioned are few procedures that are performed by an ENT specialist. • Adenoidectomy and Tonsillectomy – These are the two most common procedures performed especially in children. Adenoidectomy is the procedure to remove the adenoids (small lumps of lymphoid tissue located close to the nasal cavity where the nose blends with the throat). Tonsillectomy is the procedure when the tonsils are removed. Tonsillectomy may be performed for reasons when the upper airway is partially or completely blocked by the tonsils. • Myringotomy tube insertion – It is the one of the most common ear surgery. In this a tube is inserted to prevent recurrent infections of inner ear. In case any fluid is accumulated inside the ear, the insertions are made inside the ear to drain out the fluid from the middle ear to avoid hearing imbalance. • Septoplasty – This is a procedure used to straighten the nasal septum (a separating structure in the nasal cavity). The abnormality or crookedness of the septum could impair one’s ability to breathe. Septoplasty procedure is done through the nasal openings and does not require any external incision. • Sinus surgery – Sinus surgery is done to remove and blockage in the sinus area or to enlarge the sinus openings for easier drainage. • Tracheotomy – This procedure is used in cases where patients’ respiratory ability is seriously impaired and air cannot reach the lungs. A small opening in made in the trachea to allow air to reach the lungs."
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,What is cochlear implant surgery?,"It is a surgically implanted electronic device that is used by people who receive minimal or no benefit from conventional hearing aid. Often referred to as bionic ear, it works using special technologies to take place of non-working parts in the ear. It is capable of converting sound to electronic signal, which stimulates the 8th nerve. Cochlear implants provide a heightened sense of sound to adults and children with profound hearing loss. The implants bypass the damaged hair cells in the inner ear and directly stimulate the auditory nerve to send information to the nerve. These are not responsible for restoring or creating new hearing."
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,Who are the right candidates for cochlear surgery?,Not all who struggle to hear require a cochlear implant. Some cases can be resolved with the help of hearing aids. The device is best used for adults who have: • Limited help from hearing aids • Hearing loss after already learning speech and language • A strong desire to hear better • Severe to profound hearing loss in both ears
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,What causes nasal obstruction?,The major causes of nasal obstruction are as follows. • Acute Sinusitis(sinus infection) • Allergies • Common cold • Decongestion nasal spray overuse • Deviated septum • Dry air • Stress • Medications like high blood pressure drugs
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,How do you treat tonsillectomy?,"Tonsillectomy refers to the procedure in which the tonsils are removed. There are several ways to remove the tonsils the most common method being “cold knife (steel) dissection”. This technique involves the surgeon removing the tonsils with the help of a scalpel (sharp bladed instrument). Another common method used is “cauterization”. In this method, the tonsil tissues are completely burnt away. Other methods include the use of ultrasound to treat tonsils as well."
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,What causes sinusitis?,"Sinusitis is a common condition where cavities around the nasal passage become inflamed and swollen. There are several causes for sinusitis. Some of the causes are mentioned below. • Nasal obstruction causing difficulty in breathing • Pain, tenderness around eyes, cheeks, nose. • Reduced sense of smell and taste • Cough that might worsen in the night • Sore throat"
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,Is sinus surgery necessary?,"Sinus surgery may be done when complications of sinusitis have occurred. Once sinusitis is diagnosed, the first step is to get it checked by a primary doctor. If the inflammation hasn’t reduced within 3 months, it is considered chronic sinusitis. In the chronic sinusitis, the ENT doctor might suggest surgery in the sinus area. Hence, sinus surgery is not necessary in all cases unless the matter is severe."
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,Can the ENT surgeries affect voice?,There are surgeries performed which have an unexpected effect on the voice. Almost all surgical will have a direct or indirect on the voice. Thus it is important to consider voice related side effects before undergoing any surgical procedure. Some surgeries which affect the voice are. • Sinusitis • Thyroid surgery • Cervical spine surgery
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,Will my insurance cover the cost of the procedure?,"Most of the elective surgeries are covered under insurance after 2 yrs of taking the insurance policy, however emergency procedures are generally covered from day 1 of taking policy."
ENT,https://www.maxhealthcare.in/our-specialities/ent/faqs,What will be the lifestyle changes post- surgery?,Lifestyle changes post sg depends upon the surgery u r undergoing but in general: - taking food on time -drinking lot of water -avoid spicy food - steam inhalation after nose surgery - reducing weight
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,What can I expect in my first visit?,"If you are thinking that eye examinations are only for people with poor vision, then you are absolutely wrong. We believe that our vision is fine until a visit to the doctor reveals a true situation. An annual eye check-up is necessary to know whether you are suffering from any eye problem before you witness any serious symptom. Your eye doctor needs to know about your previous history of any allergies, medications or supplements you take, a general update about anyone having eye diseases in your family. The ophthalmologist can easily identify diabetes, glaucoma, high blood pressure and other problems and will recommend you to do a follow up with your physician. You must prepare a list of questions to know about your eye health and ask whether it is right to wear contact lenses on your first visit. You will be made to read random letters to check your distance and the close vision. The side vision, color recognition shall also be checked. The eye doctor can also use drops to dilate your pupils, which can make eyes light sensitive and caused blurred vision for some time. You need to understand your expectations from the Surgery. Are they realistic? Discuss all the pros and cons in detail with the Surgeon."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,How often should I have an eye exam?,"If you are an adult without risk factors for eye disease, it is recommended that you have an eye examination: • At least once between the ages 20 and 39 • Every two years between 40 and 50 • Every year if you are above 50 or older. • If you have a family history of glaucoma or history of diabetes, you should be examined every year after 40 • People with diabetes should get an eye examination done at least once a year"
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,Am I a suitable candidate for LASIK?,"Whether you are a suitable candidate for microkeratome or femto bladeless lasik, the surgeon will be able to guide you after examining your eye parameters like: • You are at least 19 years old. • Your Refraction ( glasses power) are stable for more than a year • You will have to undergo detailed Eye examination to decide if Lasik is suitable for your Eyes - Corneal Thickness ad Curvature, Eye Pressure, Retina Examination etc. • You should not be pregnant or nursing as these conditions might change the measured Refraction of the Eye. It is best to wait for 6 months after delivery to get Lasik done. • You should be in good general health. Lasik may not be recommended for patients with Diabetes, Rheumatoid Arthritis, and Lupus. • You should not have eye Diseases like Keratoconus, Glaucoma, Herpes Infections of the Eye, severe Dry Eye."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,"""What is the difference between blade and bladeless femto lasik?""","Any LASIK procedure basically has two main steps, first is to create a very thin flap on outer surface of cornea (can be created either by a fast oscillating blade-microkeratome or bladeless-femtosecond laser) and then treat-ablate the remaining tissue on corneal bed by Excimer Laser to reshape the cornea in order to nullify spectacles power. Hence it is only the first step of creating flap which is different in blade and bladeless Lasik…the rest procedure of glasses correction by Excimer Laser is same in both."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,How soon can one attain vision visual recovery following Lasik?,"The visual recovery happens within a day and the fine focussing in 5-7 days. People resume work after 2 0r 3days. The post-operative eyedrops are required for 3-4 weeks, in reducing dosage. Initially there may beglare while night driving which settles down in few weeks."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,What is the laser surgery of cataract?,"Phacoemulsification Surgery is done through 2.2 mm self-sealing incision. The cloudy lens is broken into small pieces and sucked out by an ultrasonic high speed vibrating handpiece. After the Cataract material is removed, the back capsule of the lens is left behind on which a clear foldable intraocular lens is implanted. The bladeless Femto technique offers laser assisted cataract surgery to make it blade free. Most of the times we do the Surgery under topical anesthesia-only eye drops are used to make your eyes numb so that there is no pain felt. As there is no injection near the eye involved, patient feels very comfortable and goes back without any pad and bandage."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,How will I know that I am suffering from Glaucoma?,"Most of the time this condition is detected only upon Routine Eye Examination since there are hardly ever symptoms till very late. Hence all patients at our hospital / clinic above 40 years age are screened for the same. The symptoms of this disease may vary from no Symptoms to Eye ache, Headache, red painful Eye and blurred vision. Sometimes early Glaucoma can cause frequent change in spectacles power."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,How do you treat lazy eye (Amblyopia) in children?,"The earlier the treatment, the better the opportunity to reverse the vision Loss. Although the best outcome is achieved if treatment is started before age 5, research has shown that children older than age 10 can show improvement in the affected eye. Before treating Amblyopia, it may be necessary to first treat the underlying cause. Glasses are commonly prescribed to improve focusing or misalignment of the eyes. Squint Surgery may be performed on the eye muscles to straighten the eyes if non-surgical means are unsuccessful. Eye exercises may be recommended either before or after surgery to correct faulty visual habits associated with strabismus and to teach comfortable use of the Eyes. The correction may be followed by:  Patching or covering one eye for a period of time ranging from a few weeks to as long as a year. The better-seeing eye is patched, forcing the ""Lazy"" one to work, thereby strengthening its vision.  One should also be wary of over-patching or over-penalizing the good eye when treating for Amblyopia, as this can create so-called ""Reverse Amblyopia"" in the other Eye.  Medication- in the form of Eye Drops or Ointment—May be used to blur the Vision of the good eye in order to force the weaker one to work. This is generally a less successful approach. The treatment for Amblyopia requires lot of effort and patience from both the doctors and parents. Both have to work as a team to achieve the desired results."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,How many hours of patching is enough to treat Amblyopia?,"The mainstay of treating Amblyopia is patching of the dominant (good) Eye, either full or part-time during waking hours. The performance of near activities (Reading, Coloring, hand-held computer games) during treatment may be more stimulating to the brain and produce better or more rapid recovery of vision."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,What are the treatment options available for squint?,"It is the common name for “strabismus” where the eyes are not aligned in the same direction. Strabismus or Squint can be treated in various ways. Depending on the individual case, treatment options include:  Glasses  Prisms in Spectacles  Patching of Eye  Surgery"
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,What are the complications associated with contact lenses wear?,"Excessive wear of Contact Lenses, particularly overnight wear, and poor hygiene is associated with most of the safety concerns. Never ignore any redness, itching, watering if you are wearing Contact Lens and seek advice from the ophthalmologist. Few complications of Contact Lens are Giant papillary conjunctivitis-allergic, Superior limbic keratoconjunctivitis-dry Eye, Corneal abrasion, Corneal ulcer - keratitis etc. These are not common and can be easily avoided with proper handling and care of your Lenses."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,What should be the lifestyle do’s and don’ts for a glaucoma patient?,"Not really. There is nothing external influencing the course of Glaucoma. There is no diet restriction. Carry on with our routine lifestyle and just be regular with your medicines. If you have hypertension, diabetes or thyroid disease, it needs to be well controlled. Avoid having excess of tea and coffee as caffeine has been shown to increase eye pressures in some individuals."
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,What tests are done to diagnose Glaucoma?,"Routine eye examination includes- • Applanation Tonometry-to measure intraocular pressure • Fundus- documents the changes of Optic Nerve head(disc) while looking at your fundus through pupil • Gonioscopy- The type of Glaucoma is detected by assessing the angle of an interior chamber of Eye by gonioscopy. Depending on the level of suspicion, we ask for following confirmatory test: • Perimetry - computerized visual field test to detect areas of fading vision. • Central corneal thickness-to refine the results of our eye pressure measurements • Optical Coherence Tomography (OCT)-anatomical documentation of the optic nerve head and nerve fibre layer"
Eye Care,https://www.maxhealthcare.in/our-specialities/eye-care/faqs,"I have Refractive Error, what should I opt for Spectacles, contact lens or Lasik?","The option of any of above depends on the age, Refractive Error, Eye Condition and Personal Choice. • Age- Contact Lens and Lasik is not an option for children. They should wear spectacles. Teenagers can use Contact Lens while the minimum age limit for Lasik is 18 years. • Contact lens is a safe option if a person does not want to wear glasses. • If Contact Lens do not suit you or find it cumbersome to handle them, Lasik is a good option. It gives you a permanent solution to get rid of your Glasses or Contact Lens. Only the reading or near number may come up later in life after 40 to 45 years of age. There are certain parameters in eye which need to be examined upon prior to opting for Lasik eg- Corneal Thickness, tear film, retina etc. The Ophthalmologist will examine your Eyes in detail and guide you accordingly."
Dental Care,https://www.maxhealthcare.in/our-specialities/dental-care/faqs,What all conditions do you treat?,"All conditions pertaining to the mouth and jaws are treated by us. These include: • Tooth pain, tooth decay, tooth fractures • Single tooth replacement, multiple tooth replacement, full mouth rehabilitation • Misaligned teeth, misaligned jaws • Gum diseases, jaw bone diseases • Oral infections, and cysts • Oral hygiene management of children, prevention and interception of developing malalignment of teeth, Prevention and interception of developing jaw disorientation or malocclusion • Fractures of the jaw • Pain and dysfunction of the jaw joint known as the temporo-mandibular joint"
